pair_uid,task_id,image_a,image_b,sha256_a,sha256_b
0c09ece032e033aedb4c92145ef2816704817ada2a837973a88a8225a6c8cae2,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115983008219151.png,images/sthereo_07_valley_morning/thermal_left/1630115984971759355.png,9dbed66c0051cc317fff138499a1399a42ae3cba05ef5d2172f517d3ec2412a0,1fe3b3916a0b9895bc487f910ff89d1bb9ebeb99a1d4a8997a494d64eadda17c
0c13a0ba0a5bdc11fa668c7eafddbc4d6eb02f95f2d970fb9fae2988cd140698,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115742981933216.png,images/sthereo_07_valley_morning/thermal_left/1630115744976538907.png,f5bca701d2bb8bc470adb11d02bbbf43449fa89dddba51cdd5947d9bd4214480,7e90fb6bff68e5e5c3cb2f451207dcaa52767fa92c62b7d0c678a8dc8d44a953
0c1bd6bf9878a72f103b739b3eb3afc1544b1878c0cb7ac44a6d980608803117,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115662976541260.png,images/sthereo_09_valley_evening/thermal_left/1630073675691010712.png,6c4903cc8b71b75bf0d0703b44685b2e4ff4e72b0d5501e87031861c343fcf6f,4c9eb3f2bf0f3fe6ac3891d289242ea2f49ba404d78e0f60d8243493b150b8f6
0c7dcd8ecd2ca34d19864d5b6feb300f499c7b1e739ee97a48e963c7731764c8,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630116006998124051.png,images/sthereo_07_valley_morning/thermal_left/1630116008971760063.png,23785e7040146b636cf1080b2c8c86f397ee45c864bf43e3f4630ca4ee22df81,e2d9b82570aa6f5a5f45685f214926a4104dcc078aab47c17ee7cfc9e4390ad0
0d183bf9c277915d4b888a10a2e819220624328217abc677929deabfcd654676,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115646976543243.png,images/sthereo_09_valley_evening/thermal_left/1630073661691052114.png,e32e1b11007b4899b232d7bb7829537704616d36c93701088aaa6bb36f806bfd,14130ba4d5f839194241e65fe945bddf4548709af6c958157061e56c42af7a6d
0d8e3461231423f2ed2c8814c0f92a340d59fccacceb848374cadf9af64c4871,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115722987268314.png,images/sthereo_07_valley_morning/thermal_left/1630115724976573449.png,8a3ac1b82d51a16baeb506586b2517a936a5998b524b5e3188ec4c2004516f22,dd9cefa434e55080124fe1f6de9b21c36ae537f613ad1151864c74122154ed63
105249368c0e4d3c8b1baacdc97ff2041cae9be1dd84aac4bbbc695972a6a6a9,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115873039985829.png,images/sthereo_09_valley_evening/visible_left/1630073676360234584.png,2daad699527c0eb2d2ddc284c8f855999c6cc9bba24aa84f50381e1de008dbc5,054a5277bfdc7da36009d1513d6037ff1fbb23c68ba89d3db0a4b8adfffbeb1b
11dd7bf3c5ae507d6b07aa597a9803e6c7761e5c80ca6dfd3dbd5c686024ce94,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115949016833847.png,images/sthereo_09_valley_evening/visible_left/1630073736441153373.png,d7c9342d7c8db54a8e1d40422ccaccdd5d4c2f5b0a29fc7815fe5b69bbef4742,5cfc6f3d4a7fe5af126535114d9b1f516d0d361284f4e4d81a0423d595819cd1
137d79b1f02dd6824e962b37498ef1fc3119ff2f30d2abb97574160ae4973051,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115809061775456.png,images/sthereo_07_valley_morning/thermal_left/1630115811076554433.png,6e8fe8c4d38acfb295957d8bf2c92a88675d696474c3cca3a3b35beeb23e5462,d4caa2e7130ee5318adcd827fe9055a334c43b6bdf7e23fcea375e0c1d4161c9
165ba2f11c3d4b9e5c98250fb86e6dd8892b2f453b24b13328e0fc94af12709d,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115921024658826.png,images/sthereo_09_valley_evening/visible_left/1630073711349200650.png,06bdf1a8bf4e10aa1bcc01fab9d27444719d285d3f3531505965400105029667,778fff324c732af54080346a7d169534c422442e498f6e2f34aa8647090b8cce
179b3d708c6326571a8ab862ea0a43d658d6f658e2ba9bc26eaa512fe3fe585f,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630116018971797701.png,images/sthereo_09_valley_evening/thermal_left/1630073797091031527.png,bb5eb624db089b2f867a281b7a04379e0349c3ed0293544bb051d9ec76ccbe4c,ef0e968adc9c009ac7537965c33356b10961584577ed31df14e9e836421d23b2
17caee3ff491c07ade280dd46f59b7c4518b523a160b3571626f163a9a8db283,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115742976542888.png,images/sthereo_09_valley_evening/thermal_left/1630073897591036624.png,e688d1487994622d73903143a454e5cb72fc1689c0d62afaecb7a521c3f507da,5f961a06563a1a5b992e729bcf02077238013d79499d5c7147ba810ae999375e
180c4a8a1cae65006bf8f077e2caf075c872453c92c776ea74fd6624c04312fc,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115813076545504.png,images/sthereo_09_valley_evening/thermal_left/1630073798191028694.png,659e95b6b0dd8ec96eae75615b729e11df6ce52bcd13a57d8c0557fba6c8a8bb,d9c090b5ebcf173ab092ea0a565785650f4a30f4f0eefe61c032be37f01026cb
19382172001999e82ca575a57a8a911abfbfcd5d48db33fefec8c2446d0ecd46,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115829076549849.png,images/sthereo_09_valley_evening/thermal_left/1630073640319192467.png,cb74bd311fdb216ef76dcd06bcd7bcab6864c3f0623702b35e56c4fa8141947f,812414602e8d8d6d3b3fa1ed8dc793046dcd8f2e63b0231a5fab6034af517aa5
199dbaff9bd1119483b37840246c0c690b59b470f75d3ee0de930012f3507a4b,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115657009590678.png,images/sthereo_07_valley_morning/thermal_left/1630115658976541777.png,a4f10eae81cfa4b4788bba23b4877db23be7873c288b132031da4dcc48899532,14382b537ce220270496d69277b7bdd261f5def1b1839b12f526bf9b2efc1ae2
1b279e29bb946c207971b2208440447466f5b5de834699871d0e0e570e76fd71,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115988971712543.png,images/sthereo_09_valley_evening/thermal_left/1630073937530570637.png,1b41a68f7a3bd758108e3c68f7957bff74a13dc6fbdefe7dca3a155906255734,8fc2b99c73beded357ddd570d71e0bfe01e6a0c66b07f719afc7c8f82f3213c6
1c98cec407a9b9fb91e4ec99c23a40d61f5d6f6ee6e3f48b574fc48ecc1c9454,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115750980094175.png,images/sthereo_07_valley_morning/thermal_left/1630115752976537824.png,4425c035fdf7131d8bd15dfcc0ed323e5fb8503c80349c0b6a8828b0d825b518,6afaefb659c7f0386bb82ed65461b0d16f7a51e4a195dd31b9dc2c1c27e222f0
1dea490b11fa1afe510274826cef54c8a6a7b950ce4870480612293ee0850434,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115740976533751.png,images/sthereo_09_valley_evening/thermal_left/1630073895191038605.png,469a83df3965d96f77adc1b355276861a83c1cf57f1f434d2b7c7c46af2d87f2,145b76e0df966430bafbdc5a23977ed10020746c9a9e250872636646ddc6a150
1f346adea5e3025878e1eebaad8f24cc63bd24c168e81c872d8f9f6ac69e16af,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115867043164516.png,images/sthereo_07_valley_morning/thermal_left/1630115869071761650.png,c3ab3425186b21810194bde0e6d0199e008ce2ba8c132620ba6321b81067e56e,8e21034b336de654969f0d729cb37ef7ab05d260b4e351aec1e35d150c1c4b2a
1fa5529e35d8760ae07cdf047cf2a2ef1f8db091e8dd1ad358b80e91891afbbe,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115997003592833.png,images/sthereo_09_valley_evening/visible_left/1630073778029236242.png,9376f90c6e3010b558c6caca1d982456470ada3b44936a2dff415929a3a3a8a1,e4fc2973c18e18f0e890192f3a23e309945f616df63d7cfdb81ff62ec652b21a
21ae814465f836ef2ef3904971c55bde2345e67e6dd3ee8cf40c3b099b369b25,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115978971760304.png,images/sthereo_09_valley_evening/thermal_left/1630073762791032244.png,47c5661dd2284e6eaa3619eac2f01a60712cc478ba4cca7272aea909626df194,5253d9784a3587b78669ef78082e569ec75c41c5fd1e3be203c6959d3b4308a5
22585703476d5776a78e0cc013ce6293ae957725884c4b7a173bc95f5e8b2591,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115929071763232.png,images/sthereo_09_valley_evening/thermal_left/1630073881691052968.png,aa0be20a67bc1892e89fb741c6912ad6f25f388a720fcfb69f13a552f30e8d94,75b1571c56dc1fa8277695327403f21c5e98ad6e336a038f8c83c2bc9a3a61bd
22dd8326d9da1f689e6a31dfea69fddd8fb5f26cbf981fb41a3d4ed58e96583c,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115797065533137.png,images/sthereo_09_valley_evening/visible_left/1630073784327402879.png,6324a078df6c9c0bd6cab81afeec2ee97380b8d5a2b3569590ed1aa7508abf8c,55bd48e50e063db3d2980531a3a6f9e7841aeac30cb9ab533c225b0fe668d01b
23c4164f7938e3066de232e2593332b41d084a454cbab923931855f2d4e40081,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115823057304864.png,images/sthereo_07_valley_morning/thermal_left/1630115825076516237.png,41a3332ddc8a4fde09f27f4c744a19efef9c3be990fe495bf37fb2cbaab3145c,6100b24ae421757f4f6e5fb05e19f04ee3cf113506167880c30f7590796a8798
25079d339d6c77bfafb58f75d47766b6d091ce7f84b8a9f644f8629350ebabdd,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115783070601963.png,images/sthereo_07_valley_morning/thermal_left/1630115785076542618.png,fb069e60d806661d5aaa8fb436d64c3a1e20b722fcca2578e1ea24fc1f838ebc,b918910f203c758a94d338c17e167cfec2a09d56cfb03c30bb74cbfb26a2b463
25431e26ec6d9c557ab43a404f68f0b4587a05d742d3de837e2cf1f8d5a38b5a,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115807061853109.png,images/sthereo_07_valley_morning/thermal_left/1630115809076539204.png,a27ac0b824045585b6bbc232bf68297de1bcc793f80c5c3e3ec480ad9d838679,a304f840f86e3fcc24c956be1361b61f7d1383f7493001c31d08b9e8d05fe957
25672a241a244d3761df436373987dd6050d377209468acf61ad5c571544b771,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115966971759023.png,images/sthereo_09_valley_evening/thermal_left/1630073915530567740.png,6cc59c7bb7da3aef80a2a5534a00adaa164853b7138b12a138260791f51e18b4,d28b75bf3b24930d622fd23b94a4e3d1bd62d2d89bc86e5405af64f1f1931a63
257b7bdb47a8f89ea2407360aa6870052d9f3cef19071e29ebeafaaad7a87f9a,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115633016657382.png,images/sthereo_09_valley_evening/visible_left/1630073648169079767.png,69400a7456b8507d780e31bb09951abcb2748653614d733f22269c9d043b4c29,4bdf8c5e38d4b722b28059c50ba4bdada4c7cda83277f9acd80c818498ceb17b
281a479a2134eae0ff111b925caceedc848dd3c0aa304ad4924cf45990f2d4b3,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115677002774321.png,images/sthereo_09_valley_evening/visible_left/1630073686356511383.png,882ea5e3704a3b44f42994c9595ebd7ed7d95f2717e63beeb76d8a14d11919ac,cd4ab9c809804ec45804dd542a7e009abcba578f27195c067ba88409f3af7d1f
28acbe37ce685c71e815c57a1bd66a218e5808f8d4b72845506196110652df52,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115979009128791.png,images/sthereo_07_valley_morning/thermal_left/1630115980971783802.png,aac762822e87d3afee4199f4621a93effbf6c2f7a2813c91343070fd8fb2d527,49584b0a1e79f1d167af1656fb4c6aa6c6b8d4162e600e719e61969fcea75f91
28b2f3d4f689399b73fa50b4353dd7f0fa3279b85f56b8f168e106db897b66f2,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115934971762605.png,images/sthereo_09_valley_evening/thermal_left/1630073722791025907.png,32ca2eda89379d0a4ddbd90bea16f142d9f7749bcb6d657ac5f1e6e75e03c741,b2eba210d993534a9e6b3dbcbbe3441a0fc809689404694dd1ae648e961e6c29
292561b9e87806bb4283cb83ceafdfc8e9b8c9c9a62b513f195fb36f1d7b8ecf,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115947017585651.png,images/sthereo_07_valley_morning/thermal_left/1630115948971759047.png,a09e64618287919e489bf3bf520a2c284817338d0fd6757fa4ba4713d073278d,3d16b09a8309679d618f5e6eb1eb6acb0e706e8b971103ea4dd8fdc30b0837ce
29945bca650119d4603cc19233db943f04d4fbaeb9e4994bcab38b09c649c7c9,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115676976539170.png,images/sthereo_09_valley_evening/thermal_left/1630073686391024755.png,130e2b04585f129f503206f29c2dcfbc619b12c0f01853626946815d490f9738,fa038255d76cc3aa6b738e86deb568cb3bcf4bca7c116fb07e832910ba938b3f
2a642077472a18e6e00b4c7adea8f39788658ed64245cf839212ebedac00076f,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115963013069334.png,images/sthereo_09_valley_evening/visible_left/1630073748637803118.png,5949d539ae299d79e69b6869a3c31304327ae0209d1de98e0942246164b7c621,8d534d19b57670c81ecd16a7ca3ba8c38098bc1444833785cbc22f8999e32cbb
2ab87e865818e541b0b8f3405a519a8bf5a9085e6142c63dafea7140220cb0ee,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115677002774321.png,images/sthereo_07_valley_morning/thermal_left/1630115678976537237.png,882ea5e3704a3b44f42994c9595ebd7ed7d95f2717e63beeb76d8a14d11919ac,9780f0d0a3690a07b5228ff7c99a9026b6f2c33759046ff9df2841fd06e4ba83
2b5c950722f45389f494bc28edfcc7cc46f132a760da992fedb46e67d0453da8,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115968971763866.png,images/sthereo_09_valley_evening/thermal_left/1630073754091030819.png,4927f164a724d90a089cc5449384c1677f64461db55b65dc3ebabe6b89a1c8f0,99c84ab30416afbb43232180fe5f2d9ee289a7fb307e62e6094d352da63bd7ae
2c8775c0be32d06014d182f73a552fc2f6400cd647ae369452dc3a82234d0336,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115976971791377.png,images/sthereo_09_valley_evening/thermal_left/1630073760991030492.png,743dea86d48856ad8d870ebca25f4a11d1b5e52248cd2ced680b1f575bdd6147,52714c4272a8066f5b36733cfb4c92fa80b7a91791f67eec31a8998e8470110d
2e2cc9bad0cd48d03149b6666b4631c74866e5ff84035e56753e92e7fb80d08e,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115839076554106.png,images/sthereo_09_valley_evening/thermal_left/1630073649519166839.png,452b3fcae5c64d30fe6d90c09db258fc9f96eb3a0362d82bbab8169beafb520b,794adba9933e067c649b335e49ab8326414012cfb193cdde309e1cb61811fd1f
2e5348e4594c09840d288d424c290ef01661cf52068d1bc3ece823bc11779d39,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115853046882814.png,images/sthereo_09_valley_evening/visible_left/1630073828211190971.png,5e7fa4a1c2d1f6c3db14235690809c48155da8878a1f31147eb921a6f5db03c5,20877e1a94d3c858c2fa0d7c1e5a8bbe311fce16f6cec4cc42573b47202e541a
2f9dd81853ce41a01c78fd9063f67e9a10e6f57add903496a094515151478316,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115992971780208.png,images/sthereo_09_valley_evening/thermal_left/1630073941330569633.png,f8e00ec6f9c3d7f020f3573caea7ffef7f440754250006f97d2d9ce83c81b59a,30a931807290e8caf7bbacc1bd371636a72b850fa220d4834ad93cc8729795c8
308958b9a055c6930c9ff15d82d246ab321271940403b6e0eed737ac496dd33c,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115967012051702.png,images/sthereo_07_valley_morning/thermal_left/1630115968971763866.png,cfc3421db2201c60509dc4dcccca2d362eec02b483c332f328914e2186279a7a,4927f164a724d90a089cc5449384c1677f64461db55b65dc3ebabe6b89a1c8f0
30bcc72530dca238c3d487893866f093b1b989dd15a0ac5cda1a036c6e2cb2e8,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115669004668286.png,images/sthereo_09_valley_evening/visible_left/1630073680058457130.png,844df486fedabce7c3645655c1ae1f35a7a182c0182b534c0f0835cad394ba72,2e68a53903bb2f9109ab55c9c80d614da6914dfce7c0f19d5f180af95215a454
3128a58453abf71a12f41158f2e6af80e21ac76cc87086c0ffde6353f7630338,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115722976539458.png,images/sthereo_09_valley_evening/thermal_left/1630073882690979444.png,3add5963a1810d69e6f46b57f1e7a24a6ec31f7da6434f6799baa781b55e0657,30d2985c84422dd1d2283b37919e1a7238c53582537ae79260f62dbf5edac556
320f2e44f187e9f14d87013ec06af54dfb84c572fd22f8f2ac85effa261e8cdb,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115843076547565.png,images/sthereo_09_valley_evening/thermal_left/1630073820291054699.png,ba6871a542ccb5be2a8254840c0e3e0c088d98de4cab3e0e2c741c123052488a,db446eef99ffc2533738a0807b698853c14182c695234494c8bb85f9078684a0
333a4b2ddaf556d4e4d7c7e4b7f3026e465b8346b4560c39939df0fe26287a2d,sthereo_day_night_thermal_thermal,images/sthereo_07_valley_morning/thermal_left/1630115650976517200.png,images/sthereo_09_valley_evening/thermal_left/1630073665391050818.png,3b20b965aeb381ef6ea724bf0debe0a8b299a09d40e86b4ecb0897cd24f8f457,e66adc6391f3224d4dc0e5c7c3ba0bec6c1a315ea9b5a6c17d0c845865ecb5a0
33870f48b909d913e5855a470fad74644b21ccfce713f52e5bb9fdefe4bd3677,sthereo_day_night_vis_vis,images/sthereo_07_valley_morning/visible_left/1630115720988118249.png,images/sthereo_09_valley_evening/visible_left/1630073881594483972.png,f7f1eb5946a0a295b5cd8857c05b108f0c28ca7b7d446e79fdb3879cb642bafc,ff6952eff1fd2658c0925306b67af9d0e9a90fad4905bdc6828f6a02c8d746e1
33afab55a616d13abf3c082f0688ba7d1a7b86de770fa8fb29e3b1617082c3ea,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115819057636895.png,images/sthereo_07_valley_morning/thermal_left/1630115821076548342.png,4048b861c222b369427b004f1a3cefb91b9b8c8fe27abb8fbd32f4e81be2c6f2,0b19ed9ddf6c3b6c4b32585b61cb9dd59f72a326ba8f355a874d316e5d2cc4ab
369f8b299fb93cf78561a71da7d1b297f2e0f81c074ea5b603727e89ce491907,sthereo_day_vis_thermal,images/sthereo_07_valley_morning/visible_left/1630115768975647953.png,images/sthereo_07_valley_morning/thermal_left/1630115770977023325.png,2ca1558728b35d167f891775c004471ac52e432ac331e0f05e68144bf8ca03d6,195ca8e26898744d80ae224c6aa1be635fa50774c4e7c672b5abdb5fcfd010ae
